seq05989	UniRef90_A0A935LJN5	76.8	69	16	0	10	78	23	91	1.59e-29	116
seq05990	UniRef90_A0A9C7F150	49.1	55	28	0	5	59	13	67	2.23e-07	56.2
seq05992	UniRef90_UPI00064515D8	38.3	60	30	2	2	61	59	111	2.32e-04	47.0
seq05995	UniRef90_A0A9E0UZ68	44.4	63	35	0	5	67	9	71	8.87e-11	65.5
seq05998	UniRef90_A0A955RW98	56.9	72	28	1	5	76	9	77	1.85e-20	88.2
seq05999	UniRef90_UPI0019C11FDD	48.5	68	33	1	5	70	51	118	2.37e-10	63.2
seq06000	UniRef90_UPI001BB057AC	36.0	75	35	3	1	68	1	69	1.78e-03	45.1
seq06009	UniRef90_A0A813XK54	54.7	53	24	0	20	72	196	248	7.19e-08	57.0
seq06012	UniRef90_A0A969KVY0	46.5	71	37	1	2	71	8	78	1.96e-13	72.0
seq06015	UniRef90_A0A653I2E5	34.8	69	44	1	3	70	2	70	1.31e-05	50.8
seq06018	UniRef90_A0A0B3WP81	46.6	58	31	0	1	58	6	63	1.62e-11	66.2
seq06027	UniRef90_A0A944DR32	53.2	47	22	0	26	72	229	275	1.12e-05	51.2
seq06034	UniRef90_A0A4Y8SNJ4	47.0	66	34	1	8	73	5	69	6.93e-09	59.7
seq06044	UniRef90_A0A2E8KZY8	37.5	64	35	1	8	71	347	405	9.13e-04	45.8
seq06046	UniRef90_A0A2C0ZY73	46.2	65	33	1	5	67	1	65	1.13e-09	58.9
seq06049	UniRef90_A0A2N6G5K4	46.4	56	27	2	20	73	16	70	7.76e-05	46.6
seq06051	UniRef90_A0A1Q1NPI9	51.1	45	22	0	26	70	160	204	4.91e-05	49.3
seq06057	UniRef90_UPI001B8022A4	41.5	65	32	2	15	78	17	76	2.40e-05	49.3
seq06086	UniRef90_UPI000736F0EF	46.4	56	30	0	8	63	9	64	4.30e-09	60.5
seq06088	UniRef90_A0A397ACW4	50.0	70	35	0	4	73	210	279	1.16e-13	73.9
seq06095	UniRef90_A0A2N1PTT7	41.3	63	37	0	10	72	5	67	6.35e-05	48.5
seq06101	UniRef90_A0A2E0ZEF4	37.0	73	46	0	2	74	3	75	2.20e-05	50.4
seq06104	UniRef90_A0A1I0ZK02	40.4	57	32	2	7	63	114	168	3.40e-04	47.0
seq06105	UniRef90_A0A7X8ZW34	48.2	56	24	1	9	64	300	350	5.82e-11	65.9
seq06108	UniRef90_A0A2V5NKA5	65.2	46	16	0	29	74	2786	2831	1.52e-02	42.7
seq06111	UniRef90_A0A419FDG0	39.3	61	37	0	12	72	17	77	5.73e-05	47.8
seq06122	UniRef90_UPI001C240170	55.7	79	35	0	7	85	8	86	3.51e-17	82.4
seq06126	UniRef90_A0A941GPC8	55.6	72	32	0	7	78	4	75	4.08e-18	86.7
seq06131	UniRef90_A0A939YUN9	57.4	54	23	0	6	59	9	62	5.86e-07	55.1
seq06136	UniRef90_E6VNX0	47.5	61	31	1	11	70	12	72	5.62e-08	56.2
seq06137	UniRef90_A0A538Q4D8	52.9	70	33	0	4	73	5	74	8.49e-12	67.0
seq06144	UniRef90_A0A7S2CFX8	41.8	67	39	0	5	71	43	109	3.78e-12	66.2
seq06147	UniRef90_A0A6N7VNG0	54.3	35	16	0	1	35	8	42	6.08e-05	47.8
seq06153	UniRef90_A0A074JR17	59.6	47	18	1	13	59	132	177	5.42e-11	66.2
seq06162	UniRef90_A0A6F8XW21	54.2	59	27	0	19	77	754	812	3.83e-11	67.0
seq06167	UniRef90_A0A0Q9HGZ3	43.8	48	26	1	15	61	15	62	2.67e-05	49.7
seq06175	UniRef90_A0A0Q8HAK1	55.9	59	26	0	9	67	78	136	5.07e-14	71.2
seq06178	UniRef90_A0A925GDU5	65.8	73	25	0	1	73	1	73	4.98e-25	100
seq06189	UniRef90_UPI001E369D84	51.2	43	21	0	28	70	211	253	1.51e-02	42.4
seq06190	UniRef90_UPI00070E3458	70.7	82	24	0	1	82	1	82	1.09e-23	95.5
seq06193	UniRef90_A0A6G3SBT2	54.3	70	32	0	5	74	10	79	1.46e-15	77.4
seq06204	UniRef90_A0A2W0BAY3	44.9	78	43	0	1	78	1	78	1.32e-13	70.1
seq06205	UniRef90_A0A2S7K1M6	52.3	65	31	0	9	73	5	69	6.51e-14	74.7
seq06206	UniRef90_A0A7Y1U8X9	46.3	54	29	0	8	61	56	109	2.80e-05	48.9
seq06217	UniRef90_A0A7Y8I442	60.0	60	24	0	15	74	88	147	6.94e-17	82.8
seq06218	UniRef90_UPI001864341C	74.2	62	16	0	12	73	2	63	5.42e-26	103
seq06222	UniRef90_A0A2N9MUU6	53.3	45	21	0	25	69	3	47	5.23e-05	49.3
seq06225	UniRef90_UPI0020347FF5	73.9	69	18	0	4	72	12	80	5.26e-28	110
seq06227	UniRef90_A0A9D8BIC2	62.1	66	24	1	11	76	8	72	8.39e-21	88.2
seq06228	UniRef90_A0A0C3HUT1	62.2	45	17	0	9	53	3	47	9.57e-05	48.1
seq06232	UniRef90_UPI0013EF1870	49.3	67	34	0	10	76	2	68	3.22e-16	76.6
seq06236	UniRef90_UPI001F4BCC9A	48.6	72	37	0	1	72	1	72	3.91e-10	63.9
seq06245	UniRef90_A0A3M2B339	46.9	64	34	0	7	70	2	65	2.18e-14	74.3
seq06249	UniRef90_A0A3D4TW69	58.2	67	28	0	5	71	20	86	1.15e-18	82.4
seq06252	UniRef90_UPI001FD581FC	38.8	49	28	1	21	69	10	56	2.60e-02	41.2
seq06257	UniRef90_A0A2T0XMR8	57.8	64	27	0	8	71	7	70	1.91e-14	73.9
seq06259	UniRef90_A0A7C1WLJ1	49.0	51	25	1	21	70	138	188	6.93e-05	48.9
seq06267	UniRef90_A0A7J4QB43	43.1	72	41	0	6	77	3	74	1.51e-16	77.4
seq06283	UniRef90_H3C3F6	44.4	63	33	2	13	74	51	112	8.38e-06	49.7
seq06295	UniRef90_A0A2U1MB99	43.8	48	27	0	22	69	12	59	8.16e-06	48.9
seq06298	UniRef90_A0A1F7M3E4	58.8	80	33	0	3	82	2	81	2.14e-24	100
seq06301	UniRef90_UPI00195DDA27	56.6	76	33	0	1	76	4	79	1.96e-25	102
seq06313	UniRef90_UPI00026C8338	31.9	72	48	1	2	72	236	307	1.01e-03	45.8
seq06324	UniRef90_A0A6L3ZX54	57.1	56	24	0	21	76	20	75	3.36e-11	62.8
seq06343	UniRef90_A0A0G9L7F4	39.5	76	41	4	5	75	2	77	6.32e-05	49.7
seq06344	UniRef90_UPI001E4929FF	50.8	65	30	1	10	74	8	70	1.71e-10	62.0
seq06345	UniRef90_UPI0020334CA9	50.7	71	29	2	9	73	23	93	6.39e-09	60.5
seq06346	UniRef90_A0A1H7U7U2	35.4	79	50	1	1	79	1	78	1.43e-05	51.2
seq06355	UniRef90_A0A925RX67	51.4	70	34	0	2	71	22	91	7.31e-10	62.8
seq06359	UniRef90_A0A5R9F4A2	36.1	61	26	1	26	73	9	69	4.97e-04	46.6
seq06369	UniRef90_UPI000DBE930F	52.8	72	32	2	6	76	2	72	3.69e-08	58.2
seq06373	UniRef90_A0A5A7V4B3	74.7	79	20	0	1	79	9	87	2.73e-35	125
seq06374	UniRef90_A0A933F2X2	50.0	66	33	0	3	68	12	77	1.31e-08	58.2
seq06375	UniRef90_A0A7X9G8Z9	64.5	76	26	1	1	76	1	75	1.63e-22	95.5
seq06380	UniRef90_A0A1I8BLH2	53.7	67	27	1	11	77	242	304	3.29e-08	58.5
seq06384	UniRef90_UPI001EF5829D	65.3	75	26	0	2	76	5	79	2.57e-27	103
seq06385	UniRef90_UPI001CCB13A8	39.2	79	46	2	1	79	115	191	2.43e-02	42.0
seq06387	UniRef90_A0A1F2TUS3	40.9	66	39	0	10	75	6	71	1.22e-06	53.9
seq06451	UniRef90_A0A212JYZ7	59.4	32	13	0	38	69	38	69	9.23e-04	45.8
seq06453	UniRef90_A0A392P329	59.0	78	30	1	2	79	70	145	7.97e-17	82.0
seq06454	UniRef90_A0A0M9GQK4	37.5	72	42	2	3	73	2	71	5.27e-05	49.7
seq06460	UniRef90_A0A3A6NS57	43.5	69	38	1	1	68	1	69	1.07e-04	48.5
seq06463	UniRef90_A0A1F7VAI1	51.4	74	36	0	6	79	137	210	1.82e-13	72.4
seq06468	UniRef90_UPI000AA5FD8C	42.0	69	38	2	4	71	131	198	5.79e-07	54.3
seq06469	UniRef90_A0A536KBR7	44.9	78	43	0	3	80	41	118	2.86e-10	64.7
seq06475	UniRef90_A0A147K2N0	40.4	52	29	1	21	72	12	61	1.11e-02	42.7
seq06485	UniRef90_UPI000A3F59C2	41.3	75	44	0	1	75	1	75	1.64e-14	71.2
seq06491	UniRef90_A0A9D1AQ87	39.3	56	34	0	20	75	51	106	5.37e-03	43.9
seq06500	UniRef90_A0A934IQ37	46.2	52	25	1	11	62	45	93	2.35e-02	42.0
seq06503	UniRef90_A0A6A6Y2B7	47.2	53	27	1	3	55	108	159	2.24e-03	44.7
seq06508	UniRef90_A0A3M1U275	40.9	66	38	1	1	65	18	83	6.74e-07	54.3
seq06515	UniRef90_UPI0003F899F3	56.0	75	33	0	1	75	1	75	9.86e-17	80.1
seq06516	UniRef90_A0A6J5VQW9	45.1	71	39	0	1	71	4	74	6.52e-11	65.9
seq06521	UniRef90_A0A6B2K1Y6	40.4	57	34	0	12	68	19	75	3.16e-09	61.2
seq06522	UniRef90_A0A916H7Q7	57.5	73	31	0	1	73	1	73	5.89e-17	83.2
seq06528	UniRef90_A0A812BF18	51.5	68	33	0	5	72	39	106	1.47e-03	45.4
seq06530	UniRef90_A0A942CPZ7	49.1	55	28	0	3	57	5	59	9.51e-05	47.8
seq06536	UniRef90_A0A7X4CMJ9	50.8	59	29	0	8	66	14	72	5.20e-12	68.9
seq06554	UniRef90_A7SGI6	48.5	68	34	1	6	72	18	85	3.30e-11	67.0
seq06555	UniRef90_A0A1P8NFB8	48.1	79	40	1	2	80	3	80	2.68e-15	74.3
seq06560	UniRef90_UPI001FD545C8	39.6	48	29	0	24	71	31	78	2.79e-04	46.2
seq06578	UniRef90_L8HE67	58.7	46	19	0	20	65	42	87	1.08e-09	60.1
seq06583	UniRef90_A0A1R2CML9	42.5	40	23	0	27	66	130	169	9.97e-04	45.4
seq06591	UniRef90_A0A1N7NSF5	42.2	64	37	0	10	73	9	72	1.72e-11	67.4
seq06593	UniRef90_A0A239QVG6	55.6	81	36	0	1	81	1	81	4.72e-19	88.2
seq06595	UniRef90_A0A940F6Q7	58.3	36	15	0	2	37	1	36	1.02e-03	45.4
seq06598	UniRef90_A0A942SQH1	58.7	46	19	0	31	76	1001	1046	1.06e-11	68.6
seq06599	UniRef90_A0A532USR2	42.1	57	33	0	17	73	80	136	4.74e-04	47.0
seq06601	UniRef90_A0A937VB98	59.4	64	26	0	8	71	15	78	1.37e-19	84.0
seq06615	UniRef90_A0A812BB91	59.1	66	22	1	10	70	277	342	1.18e-08	59.7
seq06616	UniRef90_UPI0013DEF294	39.3	56	34	0	13	68	16	71	3.61e-06	52.4
seq06621	UniRef90_A0A2P5BCY1	43.6	55	31	0	14	68	232	286	3.81e-09	60.8
seq06624	UniRef90_A0A938BFN2	46.9	81	42	1	2	82	3	82	1.37e-20	87.0
seq06627	UniRef90_A0A1G6ZPI4	56.5	69	30	0	4	72	10	78	8.66e-15	75.9
seq06632	UniRef90_A0A6J0MQ86	41.9	62	36	0	11	72	140	201	7.90e-08	57.4
seq06635	UniRef90_A0A3N5FYD8	42.9	77	38	1	2	78	5	75	1.47e-06	53.5
seq06642	UniRef90_A0A2N2JH46	43.6	78	40	2	3	77	1	77	4.83e-11	65.9
seq06647	UniRef90_A0A538DCF0	45.8	48	25	1	30	76	33	80	4.51e-04	45.4
seq06649	UniRef90_A0A1Q6Q0K1	48.1	52	25	2	3	53	327	377	1.18e-04	48.1
seq06655	UniRef90_A0A6P7FF07	46.3	67	36	0	1	67	1	67	2.37e-13	72.0
seq06658	UniRef90_A0A7V6PRX8	33.8	77	51	0	1	77	1	77	8.51e-11	63.9
seq06661	UniRef90_A0A662HIM8	52.6	38	18	0	2	39	66	103	5.93e-04	46.6
seq06662	UniRef90_A0A484HIA8	34.4	64	42	0	10	73	5	68	1.19e-05	50.4
seq06664	UniRef90_UPI00195D82C8	49.2	65	33	0	5	69	4	68	3.29e-13	70.1
seq06669	UniRef90_A0A3C0FDM3	51.4	35	17	0	37	71	66	100	3.64e-02	41.2
seq06680	UniRef90_UPI001BA714CC	48.2	85	41	2	2	85	3	85	1.96e-12	69.7
seq06685	UniRef90_A0A5C5U7D5	63.0	54	20	0	3	56	51	104	2.13e-12	70.5
seq06688	UniRef90_A0A1F8Q823	47.2	36	19	0	34	69	13	48	1.37e-02	42.4
seq06692	UniRef90_UPI001B3C0847	58.3	84	34	1	1	83	1	84	1.78e-26	105
seq06706	UniRef90_A0A3D9HIA3	47.0	66	30	1	15	75	5	70	6.47e-11	65.5
seq06708	UniRef90_A0A6B3AUL4	42.9	70	38	1	11	78	7	76	3.63e-05	50.1
seq06711	UniRef90_A0A4Q9DV61	58.0	69	29	0	5	73	6	74	2.00e-20	91.7
seq06729	UniRef90_A0A5N0TGA0	40.9	66	38	1	11	76	5	69	5.12e-07	55.1
seq06730	UniRef90_E6SEY0	50.7	71	35	0	9	79	9	79	6.92e-13	72.0
seq06731	UniRef90_A0A411HN55	40.7	54	32	0	13	66	26	79	5.67e-06	50.8
seq06733	UniRef90_D0GP63	53.0	66	31	0	10	75	4	69	2.43e-13	70.9
seq06735	UniRef90_A0A853DG20	48.3	60	31	0	16	75	18	77	1.11e-10	63.9
seq06737	UniRef90_UPI0015E7B629	57.1	70	28	1	13	80	1	70	1.75e-14	76.6
seq06739	UniRef90_A0A4R7AZV7	55.0	60	21	1	3	56	4	63	6.62e-11	65.9
seq06741	UniRef90_A0A6I5ZTP8	57.7	78	33	0	9	86	7	84	1.26e-18	86.3
seq06744	UniRef90_A0A6L5FTN9	43.5	69	33	1	5	67	155	223	1.23e-06	53.9
seq06755	UniRef90_A0A960JBL2	62.5	80	28	1	1	80	1	78	5.42e-20	92.0
seq06762	UniRef90_A0A3D1N073	37.7	61	38	0	3	63	2	62	1.45e-05	51.2
seq06764	UniRef90_H3A3U9	41.8	55	32	0	9	63	14	68	7.61e-11	63.2
seq06772	UniRef90_A0A969ITA6	45.6	57	28	1	18	74	4	57	6.24e-03	43.5
seq06773	UniRef90_UPI000F5CCC7A	52.5	40	19	0	1	40	1	40	1.20e-03	45.4
seq06776	UniRef90_D3XD44	39.7	73	40	1	1	73	56	124	8.42e-11	63.5
seq06793	UniRef90_A0A947G6P4	59.1	66	27	0	6	71	13	78	4.36e-16	80.9
seq06798	UniRef90_A0A2T5RHU2	48.7	78	40	0	2	79	3	80	2.85e-16	79.3
seq06804	UniRef90_UPI001C722378	44.2	52	27	2	18	69	1217	1266	4.42e-04	46.6
seq06812	UniRef90_A0A3D3JV87	48.1	54	24	2	18	67	35	88	3.88e-06	50.1
seq06813	UniRef90_UPI00217F6B1B	37.1	62	36	1	4	65	15	73	5.50e-05	48.9
seq06822	UniRef90_A0A6N7UZ96	40.0	70	39	2	2	68	4	73	1.09e-04	48.5
seq06826	UniRef90_A0A9E0FUZ4	35.8	67	41	2	6	71	10	75	3.72e-02	41.2
seq06829	UniRef90_UPI0020C8ACF3	44.0	75	42	0	1	75	2	76	2.49e-13	69.3
seq06831	UniRef90_A0A972R9G1	59.1	66	27	0	1	66	1	66	1.76e-14	76.6
seq06844	UniRef90_UPI000B4EA8E2	47.2	72	29	4	2	67	5	73	1.04e-07	55.1
seq06847	UniRef90_A0A6B1GJG6	43.9	66	35	2	1	66	4	67	3.71e-06	52.0
seq06853	UniRef90_A0A497XJD1	42.5	80	44	1	5	84	3	80	2.48e-08	59.3
seq06861	UniRef90_R7TNU4	60.4	48	18	1	9	56	88	134	8.70e-05	47.8
seq06866	UniRef90_A0A166SAW9	46.6	73	36	1	1	70	107	179	2.87e-10	64.3
seq06872	UniRef90_A0A3E1EDH0	47.7	65	34	0	13	77	8	72	1.26e-09	62.0
seq06888	UniRef90_A0A151T308	61.6	73	27	1	1	72	1	73	2.81e-27	103
seq06905	UniRef90_A0A0J5WIP9	51.4	70	31	2	10	76	12	81	3.38e-05	49.3
seq06906	UniRef90_A0A1G0H804	54.5	77	32	1	1	74	1	77	1.23e-13	73.2
seq06910	UniRef90_A0A9E4CIK3	42.7	75	31	5	4	70	2	72	1.20e-06	53.1
seq06912	UniRef90_UPI0011AE0D12	77.8	27	6	0	42	68	1	27	4.60e-05	49.3
seq06921	UniRef90_A0A2D9D7X5	44.3	70	37	1	1	68	1	70	8.57e-10	62.8
seq06922	UniRef90_A0A7W9UQ73	45.1	82	39	2	2	78	1	81	7.94e-10	62.8
seq06924	UniRef90_A0A914RRP7	44.4	72	40	0	4	75	42	113	1.90e-19	85.1
seq06926	UniRef90_A0A2P7BBD2	56.0	84	37	0	5	88	389	472	8.75e-17	83.6
seq06930	UniRef90_A0A949NF22	43.3	67	37	1	1	66	2	68	4.73e-06	52.4
seq06933	UniRef90_UPI001FE01869	43.9	57	25	2	18	67	2	58	1.94e-02	41.6
seq06935	UniRef90_UPI0020778924	43.4	53	27	3	3	53	110	161	4.12e-04	46.6
seq06944	UniRef90_A0A194Q527	43.1	65	36	1	1	64	1	65	8.85e-08	57.0
seq06948	UniRef90_A0A924STL6	61.0	41	15	1	35	75	39	78	3.58e-06	52.0
seq06949	UniRef90_W0V879	48.1	54	28	0	17	70	19	72	3.99e-07	55.1
seq06955	UniRef90_UPI00217F9991	62.7	51	19	0	18	68	45	95	1.76e-13	73.2
seq06977	UniRef90_A0A149S7M7	58.7	75	31	0	1	75	79	153	1.40e-26	104
seq06979	UniRef90_A0A2D8TGT9	38.4	73	43	2	1	71	5	77	9.74e-07	54.3
seq06985	UniRef90_A0A803QBV6	43.5	46	22	1	15	60	43	84	3.70e-02	40.8
seq06986	UniRef90_A0A9C7L9P5	61.7	81	31	0	3	83	21	101	2.71e-27	110
seq06987	UniRef90_UPI001C2205FF	58.9	56	19	1	15	70	9	60	1.10e-02	40.4
seq06989	UniRef90_A0A7J9WZB8	43.3	67	38	0	3	69	10	76	5.80e-09	59.3
seq06998	UniRef90_A0A832NK18	50.0	32	16	0	3	34	124	155	1.92e-04	46.6
seq07001	UniRef90_A0A318UZV6	49.3	71	36	0	8	78	7	77	3.98e-11	67.0
seq07004	UniRef90_A0A523UPZ7	51.4	72	35	0	3	74	2	73	9.46e-18	83.6
seq07025	UniRef90_A0A3S4PBQ8	50.7	71	34	1	7	76	13	83	5.36e-09	60.8
seq07031	UniRef90_A0A0U2ZYY8	48.0	75	33	2	1	70	1	74	1.40e-14	76.6
seq07032	UniRef90_A0A940DEQ5	41.4	58	32	1	6	61	19	76	5.53e-04	45.4
seq07034	UniRef90_A0A7V5M726	46.6	73	38	1	1	72	1	73	6.20e-14	72.0
seq07035	UniRef90_A0A840TPS0	54.5	66	27	2	18	82	53	116	1.45e-09	62.8
seq07040	UniRef90_I4BXT3	49.1	55	28	0	18	72	12	66	1.43e-06	53.1
seq07062	UniRef90_UPI00200C4DDC	50.0	68	34	0	12	79	12	79	9.71e-09	59.7
seq07063	UniRef90_UPI0006525121	34.3	70	44	1	3	72	197	264	3.95e-06	52.4
seq07064	UniRef90_A0A955BQX3	52.6	78	37	0	3	80	1	78	1.58e-18	83.2
seq07065	UniRef90_A0A345HPW2	63.9	36	10	1	43	75	124	159	2.64e-03	44.7
seq07074	UniRef90_A0A3A0DM05	56.4	39	17	0	37	75	76	114	2.88e-04	47.4
seq07076	UniRef90_A0A923W911	59.6	57	23	0	1	57	21	77	9.40e-10	59.7
seq07079	UniRef90_A0A951GCE5	55.8	43	17	1	16	58	18	58	1.27e-03	43.9
seq07085	UniRef90_A0A563DEJ2	40.0	60	26	2	6	65	11	60	5.13e-03	43.5
seq07087	UniRef90_A0A6P6Y195	41.3	63	35	1	10	70	158	220	3.08e-05	50.1
seq07089	UniRef90_A0A2K3KXS0	68.8	48	15	0	25	72	40	87	2.69e-13	69.3
seq07093	UniRef90_UPI001FAC69C5	47.6	42	22	0	37	78	43	84	8.16e-04	46.2
seq07094	UniRef90_UPI0020A6715C	50.0	54	26	1	18	71	5	57	4.10e-07	51.6
seq07106	UniRef90_A0A1E5LE14	39.7	78	37	3	4	73	2	77	1.12e-02	42.7
seq07113	UniRef90_A0A1Y3NCN1	32.3	65	44	0	2	66	122	186	3.00e-07	54.7
seq07115	UniRef90_A0A151DYK1	55.8	52	22	1	3	54	6	56	1.17e-13	68.2
seq07118	UniRef90_A0A0B2K008	60.0	50	20	0	25	74	41	90	4.06e-13	70.1
seq07124	UniRef90_A0A7K8JGG8	82.2	73	13	0	2	74	9	81	5.41e-42	140
seq07136	UniRef90_A0A7C6IRM9	62.3	69	26	0	1	69	1	69	1.20e-19	86.7
seq07146	UniRef90_A0A929NZ07	54.9	71	31	1	6	76	7	76	6.34e-18	82.0
seq07148	UniRef90_A0A7V9Z6U8	54.1	74	30	3	4	75	187	258	5.22e-13	72.0
seq07150	UniRef90_A0A6A6MLU0	55.4	74	33	0	6	79	8	81	5.50e-24	97.8
seq07161	UniRef90_A0A1Z4G8K9	55.0	80	36	0	2	81	935	1014	2.48e-19	90.5
seq07170	UniRef90_A0A522T4Z6	46.1	76	41	0	5	80	4	79	1.01e-15	77.4
seq07171	UniRef90_UPI0020086145	38.5	52	31	1	16	66	15	66	1.23e-02	42.4
seq07176	UniRef90_A0A832CUI1	52.3	44	21	0	38	81	61	104	1.60e-05	51.2
seq07177	UniRef90_A0A968JVF1	50.7	67	32	1	15	80	17	83	1.74e-15	73.9
seq07181	UniRef90_A0A975BLB5	50.6	77	38	0	2	78	7	83	3.16e-18	80.9
seq07186	UniRef90_A0A3A4WE55	47.5	59	31	0	8	66	21	79	3.12e-11	65.9
seq07189	UniRef90_A0A2W4JNQ9	47.2	72	36	1	5	76	14	83	1.23e-13	73.9
seq07192	UniRef90_A0A8K0Q600	51.2	41	20	0	12	52	64	104	3.74e-02	41.2
seq07206	UniRef90_R1G664	65.2	46	14	1	23	66	830	875	6.58e-03	43.5
seq07207	UniRef90_X0XML4	34.9	63	41	0	1	63	1	63	1.51e-05	49.7
seq07208	UniRef90_A0A7T0LKL8	53.0	66	31	0	12	77	2	67	6.56e-11	66.2
seq07211	UniRef90_A0A1V1HZ19	62.9	35	13	0	1	35	1	35	9.89e-11	62.0
seq07212	UniRef90_A0A7X8PXM3	41.3	75	42	2	1	74	4	77	3.73e-13	67.4
seq07220	UniRef90_UPI00166FB389	47.8	67	34	1	9	75	3	68	1.39e-09	62.4
seq07227	UniRef90_UPI00114F5C57	55.8	77	34	0	2	78	6	82	1.84e-24	100
seq07231	UniRef90_UPI001877BF08	58.6	87	29	2	2	82	96	181	1.73e-02	42.7
seq07235	UniRef90_UPI0003DF0C36	38.4	73	45	0	1	73	5	77	8.38e-11	65.9
seq07238	UniRef90_A0A7C3I5G0	49.1	55	25	2	1	54	263	315	7.87e-08	57.4
seq07242	UniRef90_UPI0022EC1A0B	34.2	79	32	2	8	66	565	643	7.80e-04	45.8
seq07250	UniRef90_UPI002078F0B8	42.4	66	36	1	5	70	102	165	4.98e-07	55.1
seq07251	UniRef90_A0A941RZH1	52.4	42	14	3	29	66	28	67	4.83e-03	43.5
seq07257	UniRef90_A0A936LH63	49.2	59	28	1	12	70	276	332	6.07e-06	52.0
seq07258	UniRef90_A0A2E9DX22	36.4	66	42	0	4	69	3	68	1.82e-08	57.0
seq07259	UniRef90_A0A847JRJ6	49.3	69	35	0	12	80	6	74	1.25e-14	77.0
seq07262	UniRef90_A0A4R7VYS6	38.5	52	32	0	15	66	2	53	5.51e-04	46.2
seq07265	UniRef90_A0A835VEF1	54.2	24	11	0	27	50	50	73	2.32e-02	41.2
seq07267	UniRef90_A0A1J5QD85	45.3	64	30	2	19	77	10	73	2.37e-03	43.9
seq07274	UniRef90_A0A7Y6TXG3	54.2	72	32	1	8	79	21	91	7.63e-17	82.4
seq07278	UniRef90_UPI0022DE39F3	38.0	71	38	2	4	72	25	91	1.50e-02	42.4
seq07280	UniRef90_A0A354FFQ7	55.1	69	29	2	3	71	2	68	4.08e-16	78.2
seq07285	UniRef90_A0A1G1FEU4	71.4	84	24	0	3	86	6	89	1.15e-33	130
seq07286	UniRef90_UPI00101D58F0	40.8	76	45	0	1	76	1	76	7.53e-14	72.0
seq07292	UniRef90_UPI001F4C5552	63.6	44	16	0	12	55	10	53	3.09e-12	66.2
seq07303	UniRef90_A0A021X1W8	52.9	51	24	0	3	53	7	57	1.63e-04	45.4
seq07313	UniRef90_A0A941W586	59.7	77	29	2	3	78	19	94	6.97e-04	44.7
seq07320	UniRef90_A0A1Y4EY01	55.7	79	35	0	2	80	4	82	2.25e-22	99.0
seq07321	UniRef90_A0A7G9QC61	36.8	68	41	1	1	68	1	66	1.92e-03	44.3
seq07322	UniRef90_A0A7Y4VK96	37.8	74	45	1	5	77	4	77	7.06e-12	64.3
seq07323	UniRef90_A0A970URF2	35.1	77	43	2	1	77	1	70	3.58e-04	47.4
seq07329	UniRef90_K0GEW1	53.8	65	29	1	10	73	5	69	1.10e-16	80.5
seq07337	UniRef90_A0A0F2CEN6	46.8	47	25	0	22	68	28	74	1.09e-04	47.8
seq07338	UniRef90_A0A931LVV5	50.0	70	35	0	3	72	2	71	1.38e-17	84.3
seq07347	UniRef90_A0A8I1S795	52.9	68	32	0	3	70	8	75	9.55e-13	71.6
seq07348	UniRef90_A0A7X8WWM4	43.9	57	32	0	3	59	32	88	2.31e-08	58.5
seq07350	UniRef90_A0A158Q2K6	43.1	51	21	2	24	68	24	72	3.62e-02	41.2
seq07351	UniRef90_A0A528AM50	49.1	53	24	1	1	50	1	53	5.17e-06	52.0
seq07352	UniRef90_A0A5E6S1L7	64.7	51	15	2	20	68	13	62	2.09e-11	67.4
seq07359	UniRef90_A0A4D6MUS0	57.8	45	19	0	26	70	4	48	4.67e-09	59.3
seq07361	UniRef90_A0A0W0V3C5	47.4	57	30	0	9	65	120	176	3.34e-08	58.5
seq07367	UniRef90_UPI0021A4F61E	40.4	57	33	1	19	74	20	76	2.98e-04	47.4
seq07373	UniRef90_A0A452XZE3	34.4	64	41	1	3	66	19	81	3.04e-06	50.1
seq07374	UniRef90_A0A402B6Z0	47.9	71	37	0	1	71	9	79	3.71e-10	62.8
seq07394	UniRef90_A0A330L851	40.0	70	37	3	1	68	15	81	4.92e-02	40.8
seq07399	UniRef90_A0A7K3Z066	51.7	60	29	0	1	60	1	60	7.36e-14	69.3
seq07408	UniRef90_A0A6P2BGU9	61.0	41	13	1	36	73	37	77	2.87e-03	44.3
seq07414	UniRef90_A0A6P0UFB6	59.2	76	28	2	1	74	1	75	1.25e-18	88.2
seq07437	UniRef90_A0A1F3PI36	29.0	69	49	0	1	69	162	230	2.96e-03	44.3
seq07439	UniRef90_A0A2D7K6C7	40.7	81	48	0	1	81	3	83	5.65e-14	74.7
seq07444	UniRef90_A0A372IQ55	41.1	73	42	1	7	78	4	76	1.43e-08	57.4
seq07445	UniRef90_A0A534WCP2	52.7	74	33	2	2	75	27	98	4.71e-13	70.9
seq07446	UniRef90_UPI00068A9E8C	38.4	73	45	0	1	73	371	443	5.22e-09	60.8
seq07447	UniRef90_UPI000DBE5F78	59.3	59	24	0	13	71	2	60	1.49e-13	73.6
seq07448	UniRef90_A0A928CHP3	46.2	65	35	0	13	77	2	66	3.08e-11	63.2
seq07454	UniRef90_A0A0Q7TP12	48.1	77	39	1	1	76	5	81	4.33e-16	79.7
seq07455	UniRef90_UPI00138AEFB2	48.1	77	31	1	1	77	56	123	3.20e-07	55.8
seq07457	UniRef90_Q5V5P6	54.7	64	29	0	10	73	5	68	1.01e-10	65.5
