seq00647	UniRef90_A0A538SNJ9	44.9	69	37	1	7	75	27	94	2.38e-07	56.2
seq00652	UniRef90_A0A7C6SCK3	52.4	63	28	1	14	76	5	65	6.15e-12	68.6
seq00654	UniRef90_A0A3M1KYW6	76.2	84	20	0	1	84	1	84	2.14e-37	134
seq00655	UniRef90_A0A538TSQ6	39.5	76	42	2	3	78	56	127	3.56e-05	50.1
seq00658	UniRef90_A0A6A5TC62	65.8	38	13	0	18	55	14	51	2.38e-09	58.2
seq00661	UniRef90_B1NQE2	92.8	83	6	0	1	83	1	83	4.75e-51	164
seq00668	UniRef90_A0A3B3QPI6	26.8	71	52	0	1	71	6	76	2.73e-04	46.2
seq00670	UniRef90_A0A378Y7J2	39.2	74	40	1	1	69	1	74	8.92e-05	47.0
seq00691	UniRef90_A0A3N5UMV8	51.3	76	37	0	3	78	9	84	5.50e-20	85.9
seq00693	UniRef90_A0A941PSS1	62.3	77	29	0	10	86	8	84	3.13e-20	91.7
seq00694	UniRef90_A0A7Y3LLB3	71.7	53	15	0	20	72	13	65	3.03e-16	79.7
seq00698	UniRef90_A0A965CZB2	51.6	64	23	2	5	62	56	117	1.53e-07	54.7
seq00699	UniRef90_UPI00166FDEDB	77.3	22	5	0	37	58	41	62	7.57e-03	42.0
seq00710	UniRef90_A0A7C2S698	54.3	81	37	0	1	81	1	81	6.87e-20	89.4
seq00711	UniRef90_A0A4Y8LPL1	49.4	79	39	1	3	81	4	81	4.44e-17	84.0
seq00717	UniRef90_UPI00216E85A0	64.7	34	11	1	38	70	66	99	2.53e-04	47.4
seq00718	UniRef90_A0A2C8EZ99	43.2	44	25	0	12	55	22	65	3.77e-04	46.6
seq00723	UniRef90_A0A7C5DJX2	56.3	64	28	0	2	65	3	66	2.12e-12	70.5
seq00738	UniRef90_UPI0013D359A7	34.9	63	41	0	5	67	15	77	3.91e-05	49.3
seq00746	UniRef90_A0A505DMK3	55.0	40	16	1	34	73	38	75	1.14e-02	41.2
seq00749	UniRef90_A0A5N0EJB8	57.7	71	30	0	1	71	1	71	2.43e-14	73.9
seq00757	UniRef90_A0A6M6JRI0	59.5	74	30	0	3	76	1	74	6.03e-20	91.3
seq00758	UniRef90_A0A918RGP3	46.8	47	21	2	25	68	63	108	3.30e-05	49.7
seq00760	UniRef90_UPI0003B3D9BB	57.1	63	25	2	13	75	13	73	3.07e-12	67.4
seq00761	UniRef90_A0A925TZV8	61.5	65	24	1	7	70	4	68	3.47e-17	79.0
seq00780	UniRef90_A0A432XI27	36.5	63	36	1	11	73	22	80	3.95e-02	39.7
seq00791	UniRef90_UPI001F567D61	51.1	45	18	2	4	47	3	44	9.11e-03	42.0
seq00810	UniRef90_UPI0011830EA8	40.3	67	39	1	6	72	4	69	2.49e-09	62.0
seq00811	UniRef90_UPI001F2426C0	72.0	75	21	0	1	75	1	75	4.35e-26	109
seq00813	UniRef90_A0A970XWD7	40.0	80	48	0	3	82	12	91	3.59e-09	61.6
seq00831	UniRef90_A0A3C1UFT9	56.4	55	23	1	22	75	33	87	2.94e-06	53.1
seq00832	UniRef90_A0A6N9CBH8	80.6	31	6	0	40	70	1	31	8.87e-10	58.5
seq00835	UniRef90_A0A9E1L5G9	40.0	55	28	1	14	68	7	56	2.73e-03	44.3
seq00842	UniRef90_A0A174BHQ2	33.3	72	43	2	1	67	13	84	4.62e-02	40.8
seq00843	UniRef90_A0A846MTF9	28.4	81	47	1	1	70	1	81	1.07e-02	42.7
seq00846	UniRef90_A0A086D453	43.3	60	33	1	17	75	19	78	3.84e-04	47.0
seq00849	UniRef90_A0A4Q6DNV8	66.7	72	24	0	1	72	1	72	1.42e-29	110
seq00871	UniRef90_A0A538U6N9	44.7	76	41	1	2	76	3	78	1.05e-10	65.5
seq00880	UniRef90_A0A7L1A3F7	42.6	61	32	2	9	69	4	61	2.48e-07	53.1
seq00881	UniRef90_E4Q6M3	44.8	58	32	0	16	73	7	64	1.38e-05	50.8
seq00887	UniRef90_UPI001C716A25	41.9	74	36	1	3	69	16	89	2.49e-15	76.6
seq00893	UniRef90_A0A3E0PWI7	46.8	77	31	1	4	70	70	146	1.12e-12	70.9
seq00907	UniRef90_A0A4D4L2F2	45.1	82	32	2	6	77	11	89	4.17e-11	66.2
seq00911	UniRef90_UPI0018EA4C4C	41.8	67	39	0	8	74	24	90	5.08e-07	55.1
seq00915	UniRef90_A0A2U1KTR8	52.2	69	30	2	3	70	103	169	4.17e-18	83.6
seq00920	UniRef90_A0A1I5WQJ3	36.7	60	38	0	12	71	141	200	7.93e-06	51.6
seq00923	UniRef90_A0A9E5NVW0	42.4	59	34	0	12	70	6	64	5.66e-03	43.5
seq00927	UniRef90_UPI00158C9FF3	37.0	54	34	0	18	71	12	65	6.51e-03	43.1
seq00931	UniRef90_A0A9D0C0Z3	84.2	76	12	0	1	76	1	76	1.60e-39	139
seq00933	UniRef90_A0A6G5YGV0	58.7	75	31	0	1	75	6	80	9.23e-24	96.7
seq00936	UniRef90_UPI0021F6EA3B	50.0	40	20	0	31	70	37	76	3.23e-04	47.0
seq00937	UniRef90_A0A972MHI0	42.9	77	44	0	4	80	10	86	4.61e-17	80.1
seq00944	UniRef90_A0A432ZGE9	57.9	57	23	1	21	76	12	68	2.30e-07	56.2
seq00958	UniRef90_A0A922ZI79	41.0	78	46	0	1	78	1	78	4.86e-08	58.2
seq00962	UniRef90_A0A972USM3	43.8	48	27	0	27	74	26	73	5.75e-03	43.5
seq00963	UniRef90_I1IZZ8	50.0	70	33	1	7	76	11	78	2.10e-09	62.0
seq00964	UniRef90_A0A0A9C8Q8	50.7	75	37	0	1	75	28	102	1.78e-19	86.3
seq00979	UniRef90_A0A1N7KYC6	45.0	40	22	0	36	75	27	66	3.35e-04	47.0
seq00989	UniRef90_A0A2H9LFI1	51.1	47	22	1	17	63	39	84	1.22e-03	45.4
seq00996	UniRef90_A0A4Q3RFA0	59.1	66	27	0	4	69	1	66	2.08e-20	85.5
seq01006	UniRef90_UPI00082FDA81	59.7	72	28	1	1	71	117	188	1.85e-20	90.9
seq01016	UniRef90_W6KAR6	40.5	79	44	2	7	84	5	81	2.06e-08	58.5
seq01019	UniRef90_A0A7V7JN72	58.1	62	26	0	8	69	43	104	1.72e-11	67.4
seq01031	UniRef90_UPI0018A74C2A	46.2	39	13	2	21	57	26	58	2.03e-02	41.6
seq01034	UniRef90_A0A0F7KNU0	38.0	71	44	0	7	77	416	486	4.59e-06	52.8
seq01041	UniRef90_A0A5P9PS29	61.2	49	19	0	18	66	10	58	7.46e-12	63.5
seq01045	UniRef90_A0A176YUJ5	42.6	61	35	0	14	74	22	82	3.74e-05	49.7
seq01047	UniRef90_D1KCY4	38.9	72	43	1	3	73	1	72	5.15e-06	49.7
seq01048	UniRef90_UPI000B8EAB00	43.3	67	34	1	12	74	15	81	2.73e-08	58.5
seq01054	UniRef90_A0A9E4P922	48.1	54	28	0	18	71	17	70	3.70e-02	40.8
seq01071	UniRef90_A0A7C6W029	58.8	51	21	0	18	68	1	51	1.64e-11	67.4
seq01072	UniRef90_A0A2V9Z318	35.5	76	46	1	3	75	1	76	1.37e-04	47.4
seq01075	UniRef90_UPI00163D4A0C	40.9	66	37	1	10	75	59	122	1.56e-03	45.4
seq01080	UniRef90_A0A1F9ATR4	66.1	62	21	0	11	72	5	66	2.69e-20	89.7
seq01084	UniRef90_UPI00207B5A86	70.3	74	22	0	1	74	1	74	1.88e-30	111
seq01085	UniRef90_A0A1U7Z980	55.1	49	21	1	19	66	45	93	7.30e-08	57.4
seq01088	UniRef90_F8FAM6	35.6	45	29	0	20	64	254	298	2.89e-02	41.2
seq01090	UniRef90_UPI00067B7EFE	41.8	67	39	0	1	67	1	67	1.38e-10	63.9
seq01091	UniRef90_A0A2M7UZN5	50.0	70	35	0	1	70	1	70	1.31e-17	80.1
seq01096	UniRef90_A0A969ZT73	43.5	62	33	1	8	69	21	80	4.04e-06	50.1
seq01099	UniRef90_A0A940VLD6	45.8	59	32	0	20	78	88	146	3.85e-05	50.1
seq01105	UniRef90_UPI0004048174	52.1	73	33	1	1	73	1	71	1.25e-12	70.5
seq01111	UniRef90_UPI0014396449	53.4	58	24	1	29	83	11	68	9.69e-06	52.0
seq01112	UniRef90_A0A970YYN9	37.5	64	39	1	9	72	5	67	6.73e-04	46.2
seq01116	UniRef90_UPI001F4EBF29	57.9	76	32	0	2	77	163	238	1.63e-17	85.1
seq01121	UniRef90_B4YF15	40.6	64	35	2	4	64	605	668	5.07e-05	49.3
seq01125	UniRef90_A0A2W4LPL6	45.1	82	45	0	3	84	5	86	3.06e-18	82.4
seq01131	UniRef90_UPI00200C0599	28.8	73	52	0	1	73	1	73	3.02e-02	41.6
seq01133	UniRef90_A0A4R6IX81	55.7	70	31	0	10	79	13	82	3.85e-15	77.0
seq01136	UniRef90_A0A5C4LQT0	53.1	64	30	0	4	67	10	73	1.39e-14	75.1
seq01141	UniRef90_A0A8J3SYH9	60.3	73	25	1	1	69	28	100	1.81e-20	89.4
seq01156	UniRef90_UPI002251E3E1	42.9	49	28	0	24	72	1	49	1.16e-03	43.1
seq01158	UniRef90_A0A250XUR1	69.2	65	20	0	16	80	13	77	6.71e-25	97.8
seq01159	UniRef90_A0A1I0EUQ2	28.3	53	37	1	2	54	6	57	2.45e-02	40.8
seq01168	UniRef90_A0A514ZVB2	45.3	53	29	0	4	56	5	57	7.75e-07	54.3
seq01170	UniRef90_A0A935QCI8	42.0	69	37	1	12	77	26	94	8.78e-05	48.9
seq01183	UniRef90_A7STA5	35.7	56	36	0	4	59	119	174	7.07e-05	48.9
seq01189	UniRef90_UPI0012D37D40	45.5	44	22	1	29	72	107	148	4.78e-04	46.6
seq01193	UniRef90_A0A7C0V9F4	66.7	78	26	0	1	78	1	78	7.48e-27	102
seq01196	UniRef90_A0A9E6JPD8	43.6	39	18	2	4	38	2	40	2.21e-02	40.0
seq01205	UniRef90_UPI00225919BB	41.7	60	35	0	9	68	3	62	8.60e-07	53.1
seq01207	UniRef90_R7FC77	49.3	73	37	0	2	74	3	75	4.19e-13	67.4
seq01210	UniRef90_A0A1Y4UFX2	71.6	74	21	0	4	77	6	79	3.54e-32	116
seq01216	UniRef90_A0A6N3CG96	48.7	76	39	0	1	76	1	76	4.88e-16	79.0
seq01217	UniRef90_A0A3A8KT33	59.4	69	28	0	3	71	2010	2078	4.00e-16	80.9
seq01220	UniRef90_A0A972CSZ3	36.5	74	45	1	2	73	5	78	3.58e-07	55.5
seq01229	UniRef90_A0A2K8LC61	48.5	68	35	0	2	69	11	78	1.46e-12	67.8
seq01233	UniRef90_A0A170XDI4	48.7	76	36	1	2	74	8	83	1.96e-12	68.6
seq01238	UniRef90_A0A348Z638	63.3	79	29	0	3	81	5	83	4.61e-29	110
seq01248	UniRef90_A0A1Q5U3U2	56.8	44	19	0	1	44	1	44	1.63e-02	42.4
seq01258	UniRef90_A0A971WHB5	53.4	73	34	0	4	76	2	74	2.69e-17	83.6
seq01263	UniRef90_A0A532E241	55.0	40	18	0	34	73	24	63	5.96e-04	44.7
seq01265	UniRef90_A0A2E9BA01	53.7	41	17	1	34	72	31	71	1.93e-04	47.8
seq01269	UniRef90_A0A1F9BZJ8	56.9	72	30	1	7	77	98	169	3.90e-16	81.3
seq01274	UniRef90_R7GGC6	32.0	75	46	1	3	72	2	76	8.14e-03	43.1
seq01281	UniRef90_A0A0S8J402	54.5	88	40	0	1	88	1	88	8.23e-19	88.6
seq01282	UniRef90_A0A1J3CL41	50.8	63	31	0	8	70	16	78	1.30e-14	71.6
seq01286	UniRef90_A0A316UAW7	45.0	40	21	1	20	59	63	101	4.10e-03	43.5
seq01292	UniRef90_A0A3M2DWD6	40.0	70	42	0	5	74	3	72	5.56e-04	46.6
seq01296	UniRef90_A0A932AZA1	41.7	72	41	1	5	76	17	87	2.97e-08	57.0
seq01300	UniRef90_Q9AAM5	66.7	39	13	0	35	73	30	68	3.67e-04	47.0
seq01316	UniRef90_G0AAV2	56.7	67	28	1	9	74	6	72	6.51e-17	77.0
seq01328	UniRef90_A0A6N9HGI8	47.1	70	32	1	12	81	8	72	2.91e-10	64.7
seq01333	UniRef90_A0A0N0D1N6	33.3	51	29	2	18	65	73	121	4.91e-03	42.7
seq01334	UniRef90_A0A956JZ24	50.0	42	19	1	34	73	192	233	4.32e-03	43.9
seq01337	UniRef90_A3PS56	51.2	41	20	0	4	44	3	43	2.70e-05	50.1
seq01343	UniRef90_A0A495M158	32.9	70	40	2	1	63	173	242	1.27e-02	42.4
seq01353	UniRef90_A0A1E8PPF8	52.4	42	20	0	19	60	491	532	2.27e-05	50.1
seq01355	UniRef90_UPI00105591C1	42.9	63	36	0	4	66	5	67	2.26e-05	49.7
seq01356	UniRef90_A0A7C3L7A8	48.5	66	33	1	5	70	3	67	1.94e-11	63.9
seq01359	UniRef90_UPI0021035033	58.0	69	28	1	3	71	122	189	2.43e-16	80.5
seq01360	UniRef90_A0A256ZMU6	36.4	44	28	0	7	50	2	45	3.23e-02	41.2
seq01362	UniRef90_A0A1M2UX43	47.1	68	36	0	5	72	23	90	2.05e-16	80.9
seq01383	UniRef90_A0A3D2J981	39.1	46	28	0	26	71	12	57	2.20e-03	42.4
seq01393	UniRef90_UPI000907145F	63.4	41	15	0	25	65	397	437	8.83e-11	65.5
seq01400	UniRef90_A0A953VRE0	68.6	86	27	0	1	86	1	86	1.19e-31	117
seq01407	UniRef90_A0A252DIR5	40.9	66	39	0	10	75	927	992	2.50e-08	58.9
seq01418	UniRef90_A0A358PYB5	66.0	53	17	1	29	81	112	163	4.43e-17	81.6
seq01427	UniRef90_A0A918EVK3	50.8	61	27	2	18	76	24	83	7.66e-08	57.8
seq01428	UniRef90_A0A535DN61	54.2	59	21	1	7	59	12	70	5.45e-03	43.9
seq01430	UniRef90_UPI001CF76155	37.7	61	36	1	6	64	932	992	1.09e-03	45.8
seq01431	UniRef90_A0A921NWP9	46.2	65	35	0	15	79	6	70	2.27e-04	47.4
seq01432	UniRef90_G8BQD7	42.5	73	42	0	3	75	166	238	1.22e-05	51.2
seq01436	UniRef90_A0A953L2M2	58.0	69	29	0	2	70	17	85	4.92e-16	77.8
seq01448	UniRef90_UPI00115DC411	47.4	78	41	0	1	78	1	78	6.78e-14	70.1
seq01451	UniRef90_A0A1N6ZEX9	43.5	62	34	1	10	71	48	108	1.80e-04	47.8
seq01452	UniRef90_A0A4Q3ANI5	40.9	88	37	2	1	73	1	88	2.19e-08	56.2
seq01454	UniRef90_B1NQE2	98.7	76	1	0	1	76	1	76	2.30e-47	154
seq01458	UniRef90_A0A6A0R9V7	33.3	60	40	0	9	68	4	63	2.72e-04	47.4
seq01462	UniRef90_A0A2D5K4N1	45.3	64	35	0	19	82	18	81	1.46e-04	48.5
seq01467	UniRef90_UPI001425B008	46.2	39	21	0	27	65	68	106	3.61e-04	46.6
seq01472	UniRef90_A0A318E6E7	32.4	68	45	1	2	69	3	69	1.50e-03	43.5
seq01474	UniRef90_A0A9D8YC20	43.5	62	29	3	7	63	12	72	9.16e-07	53.9
